Kod_S,Kod_C,Kod_R,Nazwa,Wartosc,rok,firma
S020102,C0010,R0690,"Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczenia związane z ubezpieczeniowym funduszem kapitałowym",0,2022,ErgoHestia
S020102,C0010,R0700,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2022,ErgoHestia
S020102,C0010,R0710,Najlepsze oszacowanie,0,2022,ErgoHestia
S020102,C0010,R0720,Margines ryzyka,0,2022,ErgoHestia
S020102,C0010,R0740,Zobowiązania warunkowe,0,2022,ErgoHestia
S020102,C0010,R0750,Pozostałe rezerwy (inne niż techniczno–ubezpieczeniowe),62 504,2022,ErgoHestia
S020102,C0010,R0760,Zobowiązania z tytułu świadczeń emerytalnych dla pracowników,3 269,2022,ErgoHestia
S020102,C0010,R0770,Zobowiązania z tytułu depozytów zakładów reasekuracji,0,2022,ErgoHestia
S020102,C0010,R0780,Rezerwy z tytułu odroczonego podatku dochodowego,346 615,2022,ErgoHestia
S020102,C0010,R0790,Instrumenty pochodne,0,2022,ErgoHestia
S020102,C0010,R0800,Zobowiązania wobec instytucji kredytowych,0,2022,ErgoHestia
S020102,C0010,R0810,Zobowiązania finansowe inne niż zobowiązania wobec instytucji kredytowych,210 444,2022,ErgoHestia
S020102,C0010,R0820,Zobowiązania z tytułu ubezpieczeń i wobec pośredników ubezpieczeniowych,546,2022,ErgoHestia
S020102,C0010,R0830,Zobowiązania z tytułu reasekuracji biernej,0,2022,ErgoHestia
S020102,C0010,R0840,"Pozostałe zobowiązania (handlowe, inne niż z tytułu działalności ubezpieczeniowej)",222 473,2022,ErgoHestia
S020102,C0010,R0850,Zobowiązania podporządkowane,389 486,2022,ErgoHestia
S020102,C0010,R0860,Zobowiązania podporządkowane niewłączone do BOF,0,2022,ErgoHestia
S020102,C0010,R0870,Zobowiązania podporządkowane włączone do BOF,389 486,2022,ErgoHestia
S020102,C0010,R0880,Pozostałe zobowiązania (niewykazane w innych pozycjach),119 508,2022,ErgoHestia
S020102,C0010,R0900,Zobowiązania ogółem,8 750 385,2022,ErgoHestia
S020102,C0010,R1000,Nadwyżka aktywów nad zobowiązaniami,2 339 584,2022,ErgoHestia
S020102,C0010,R0030,Wartości niematerialne i prawne,0,2023,ErgoHestia
S020102,C0010,R0040,Aktywa z tytułu odroczonego podatku dochodowego,0,2023,ErgoHestia
S020102,C0010,R0050,Nadwyżka na funduszu świadczeń emerytalnych,0,2023,ErgoHestia
S020102,C0010,R0060,"Nieruchomości, maszyny i wyposażenie (Rzeczowe aktywa trwałe) wykorzystywane na użytek własny",476 305,2023,ErgoHestia
S020102,C0010,R0070,"Lokaty (inne niż aktywa posiadane z tytułu ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",10 210 586,2023,ErgoHestia
S020102,C0010,R0080,Nieruchomości (inne niż do użytku własnego),1 810,2023,ErgoHestia
S020102,C0010,R0090,"Udziały w zakładach powiązanych, w tym udziały kapitałowe",155 135,2023,ErgoHestia
S020102,C0010,R0100,Akcje i udziały,0,2023,ErgoHestia
S020102,C0010,R0110,Akcje i udziały – notowane,0,2023,ErgoHestia
S020102,C0010,R0120,Akcje i udziały – nienotowane,0,2023,ErgoHestia
S020102,C0010,R0130,Obligacje,9 746 539,2023,ErgoHestia
S020102,C0010,R0140,Obligacje państwowe,8 538 700,2023,ErgoHestia
S020102,C0010,R0150,Obligacje korporacyjne,1 207 838,2023,ErgoHestia
S020102,C0010,R0160,Strukturyzowane papiery wartościowe,0,2023,ErgoHestia
S020102,C0010,R0170,Zabezpieczone papiery wartościowe,0,2023,ErgoHestia
S020102,C0010,R0180,Przedsiębiorstwa zbiorowego inwestowania,154 790,2023,ErgoHestia
S020102,C0010,R0190,Instrumenty pochodne,0,2023,ErgoHestia
S020102,C0010,R0200,Depozyty inne niż ekwiwalenty środków pieniężnych,152 312,2023,ErgoHestia
S020102,C0010,R0210,Pozostałe lokaty,0,2023,ErgoHestia
S020102,C0010,R0220,"Aktywa posiadane z tytułu ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",0,2023,ErgoHestia
S020102,C0010,R0230,Pożyczki i pożyczki zabezpieczone hipotecznie,304 540,2023,ErgoHestia
S020102,C0010,R0240,Pożyczki pod zastaw polisy,0,2023,ErgoHestia
S020102,C0010,R0250,Pożyczki i pożyczki zabezpieczone hipotecznie dla osób fizycznych,0,2023,ErgoHestia
S020102,C0010,R0260,Pozostałe pożyczki i pożyczki zabezpieczone hipotecznie,304 540,2023,ErgoHestia
S020102,C0010,R0270,Kwoty należne z umów reasekuracji z tytułu:,1 167 084,2023,ErgoHestia
S020102,C0010,R0280,Innych niż ubezpieczenia na życie i zdrowotnych o charakterze ubezpieczeń innych niż ubezpieczenia na życie,1 025 001,2023,ErgoHestia
S020102,C0010,R0290,Innych niż ubezpieczenia na życie z wyłączeniem zdrowotnych,1 024 706,2023,ErgoHestia
S020102,C0010,R0300,Zdrowotnych o charakterze ubezpieczeń innych niż ubezpieczenia na życie,295,2023,ErgoHestia
S020102,C0010,R0310,"Na życie i zdrowotnych o charakterze ubezpieczeń na życie, z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",142 083,2023,ErgoHestia
S020102,C0010,R0320,Zdrowotnych o charakterze ubezpieczeń na życie,0,2023,ErgoHestia
S020102,C0010,R0330,"Na życie z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",142 083,2023,ErgoHestia
S020102,C0010,R0340,"Ubezpieczeń na życie, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym",0,2023,ErgoHestia
S020102,C0010,R0350,Depozyty u cedentów,0,2023,ErgoHestia
S020102,C0010,R0360,Należności z tytułu ubezpieczeń i od pośredników ubezpieczeniowych,358 128,2023,ErgoHestia
S020102,C0010,R0370,Należności z tytułu reasekuracji biernej,52 581,2023,ErgoHestia
S020102,C0010,R0380,"Pozostałe należności (handlowe, inne niż z działalności ubezpieczeniowej)",56 933,2023,ErgoHestia
S020102,C0010,R0390,Akcje własne (posiadane bezpośrednio),0,2023,ErgoHestia
S020102,C0010,R0400,"Kwoty należne w odniesieniu do pozycji środków własnych lub kapitału założycielskiego, do których opłacenia wezwano, ale które nie zostały jeszcze opłacone",0,2023,ErgoHestia
S020102,C0010,R0410,Środki pieniężne i ich ekwiwalenty,18 703,2023,ErgoHestia
S020102,C0010,R0420,Pozostałe aktywa (niewykazane w innych pozycjach),49 115,2023,ErgoHestia
S020102,C0010,R0500,Aktywa ogółem,12 693 976,2023,ErgoHestia
S020102,C0010,R0510,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie,7 462 446,2023,ErgoHestia
S020102,C0010,R0520,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),7 402 519,2023,ErgoHestia
S020102,C0010,R0530,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2023,ErgoHestia
S020102,C0010,R0540,Najlepsze oszacowanie,7 278 560,2023,ErgoHestia
S020102,C0010,R0550,Margines ryzyka,123 959,2023,ErgoHestia
S020102,C0010,R0560,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń innych niż ubezpieczenia na życie),59 927,2023,ErgoHestia
S020102,C0010,R0570,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2023,ErgoHestia
S020102,C0010,R0580,Najlepsze oszacowanie,58 465,2023,ErgoHestia
S020102,C0010,R0590,Margines ryzyka,1 462,2023,ErgoHestia
S020102,C0010,R0600,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",796 915,2023,ErgoHestia
S020102,C0010,R0610,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń na życie),0,2023,ErgoHestia
S020102,C0010,R0620,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2023,ErgoHestia
S020102,C0010,R0630,Najlepsze oszacowanie,0,2023,ErgoHestia
S020102,C0010,R0640,Margines ryzyka,0,2023,ErgoHestia
S020102,C0010,R0650,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",796 915,2023,ErgoHestia
S020102,C0010,R0660,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2023,ErgoHestia
S020102,C0010,R0670,Najlepsze oszacowanie,770 002,2023,ErgoHestia
S020102,C0010,R0680,Margines ryzyka,26 912,2023,ErgoHestia
S020102,C0010,R0690,"Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczenia związane z ubezpieczeniowym funduszem kapitałowym",0,2023,ErgoHestia
S020102,C0010,R0700,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2023,ErgoHestia
S020102,C0010,R0710,Najlepsze oszacowanie,0,2023,ErgoHestia
S020102,C0010,R0720,Margines ryzyka,0,2023,ErgoHestia
S020102,C0010,R0740,Zobowiązania warunkowe,0,2023,ErgoHestia
S020102,C0010,R0750,Pozostałe rezerwy (inne niż techniczno–ubezpieczeniowe),75 419,2023,ErgoHestia
S020102,C0010,R0760,Zobowiązania z tytułu świadczeń emerytalnych dla pracowników,3 741,2023,ErgoHestia
S020102,C0010,R0770,Zobowiązania z tytułu depozytów zakładów reasekuracji,0,2023,ErgoHestia
S020102,C0010,R0780,Rezerwy z tytułu odroczonego podatku dochodowego,433 232,2023,ErgoHestia
S020102,C0010,R0790,Instrumenty pochodne,0,2023,ErgoHestia
S020102,C0010,R0800,Zobowiązania wobec instytucji kredytowych,0,2023,ErgoHestia
S020102,C0010,R0810,Zobowiązania finansowe inne niż zobowiązania wobec instytucji kredytowych,229 025,2023,ErgoHestia
S020102,C0010,R0820,Zobowiązania z tytułu ubezpieczeń i wobec pośredników ubezpieczeniowych,127 466,2023,ErgoHestia
S020102,C0010,R0830,Zobowiązania z tytułu reasekuracji biernej,303 564,2023,ErgoHestia
S020102,C0010,R0840,"Pozostałe zobowiązania (handlowe, inne niż z tytułu działalności ubezpieczeniowej)",262 669,2023,ErgoHestia
S020102,C0010,R0850,Zobowiązania podporządkowane,217 291,2023,ErgoHestia
S020102,C0010,R0860,Zobowiązania podporządkowane nieuwzględnione w podstawowych środkach własnych,0,2023,ErgoHestia
S020102,C0010,R0870,Zobowiązania podporządkowane uwzględnione w podstawowych środkach własnych,217 291,2023,ErgoHestia
S020102,C0010,R0880,Pozostałe zobowiązania (niewykazane w innych pozycjach),0,2023,ErgoHestia
S020102,C0010,R0900,Zobowiązania ogółem,9 911 768,2023,ErgoHestia
S020102,C0010,R1000,Nadwyżka aktywów nad zobowiązaniami,2 782 207,2023,ErgoHestia
S020102,C0010,R0030,Wartości niematerialne i prawne,0,2019,Generali
S020102,C0010,R0040,Aktywa z tytułu odroczonego podatku dochodowego,0,2019,Generali
S020102,C0010,R0050,Nadwyżka na funduszu świadczeń emerytalnych,0,2019,Generali
S020102,C0010,R0060,"Nieruchomości, maszyny i wyposażenie (Rzeczowe aktywa trwałe) wykorzystywane na użytek własny",18 778,2019,Generali
S020102,C0010,R0070,"Lokaty (inne niż aktywa dla ubezpieczeń na życie, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i dla ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym)",3 015 928,2019,Generali
S020102,C0010,R0080,Nieruchomości (inne niż do użytku własnego),0,2019,Generali
S020102,C0010,R0090,"Udziały w jednostkach powiązanych, w tym udziały kapitałowe",252 704,2019,Generali
S020102,C0010,R0100,Akcje i udziały,26 104,2019,Generali
S020102,C0010,R0110,Akcje i udziały – notowane,26 104,2019,Generali
S020102,C0010,R0120,Akcje i udziały – nienotowane,0,2019,Generali
S020102,C0010,R0130,Dłużne papiery wartościowe,2 636 148,2019,Generali
S020102,C0010,R0140,Obligacje państwowe,2 402 466,2019,Generali
S020102,C0010,R0150,Obligacje korporacyjne,233 683,2019,Generali
S020102,C0010,R0160,Strukturyzowane papiery wartościowe,0,2019,Generali
S020102,C0010,R0170,Zabezpieczone papiery wartościowe,0,2019,Generali
S020102,C0010,R0180,Jednostki uczestnictwa oraz certyfikaty inwestycyjne w przedsiębiorstwach zbiorowego inwestowania,48 575,2019,Generali
S020102,C0010,R0190,Instrumenty pochodne,332,2019,Generali
S020102,C0010,R0200,Depozyty inne niż ekwiwalenty środków pieniężnych,52 066,2019,Generali
S020102,C0010,R0210,Pozostałe lokaty,0,2019,Generali
S020102,C0010,R0220,"Aktywa dla ubezpieczeń na życie, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym",0,2019,Generali
S020102,C0010,R0230,Pożyczki i pożyczki zabezpieczone hipotecznie,0,2019,Generali
S020102,C0010,R0240,Pożyczki pod zastaw polisy,0,2019,Generali
S020102,C0010,R0250,Pożyczki i pożyczki zabezpieczone hipotecznie dla osób fizycznych,0,2019,Generali
S020102,C0010,R0260,Pozostałe pożyczki i pożyczki zabezpieczone hipotecznie,0,2019,Generali
S020102,C0010,R0270,Kwoty należne z umów reasekuracji dla zobowiązań wynikających z:,703 524,2019,Generali
S020102,C0010,R0280,Ubezpieczenia inne niż ubezpieczenia na życie i ubezpieczenia zdrowotne o charakterze ubezpieczeń innych niż ubezpieczenia na życie,546 567,2019,Generali
S020102,C0010,R0290,Ubezpieczeń innych niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),542 666,2019,Generali
S020102,C0010,R0300,Ubezpieczenia zdrowotne o charakterze ubezpieczeń innych niż ubezpieczenia na życie,3 902,2019,Generali
S020102,C0010,R0310,"Ubezpieczenia na życie i ubezpieczenia zdrowotne o charakterze ubezpieczeń na życie, z wyłączeniem ubezpieczeń zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",156 956,2019,Generali
S020102,C0010,R0320,Ubezpieczenia zdrowotne o charakterze ubezpieczeń na życie,0,2019,Generali
S020102,C0010,R0330,"Ubezpieczenia na życie z wyłączeniem ubezpieczeń zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",156 956,2019,Generali
S020102,C0010,R0340,"Ubezpieczenia na życie, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczenia na życie z ubezpieczeniowym funduszem kapitałowym",0,2019,Generali
S020102,C0010,R0350,Depozyty u cedentów,0,2019,Generali
S020102,C0010,R0360,Należności z tytułu ubezpieczeń i od pośredników ubezpieczeniowych,88 229,2019,Generali
S020102,C0010,R0370,Należności z tytułu reasekuracji biernej,117 444,2019,Generali
S020102,C0010,R0380,"Pozostałe należności (handlowe, inne niż z działalności ubezpieczeniowej)",7 715,2019,Generali
S020102,C0010,R0390,Akcje własne (posiadane bezpośrednio),0,2019,Generali
S020102,C0010,R0400,"Kwoty należne, dotyczące pozycji środków własnych lub kapitału założycielskiego, do których opłacenia wezwano, ale które nie zostały jeszcze opłacone.",0,2019,Generali
S020102,C0010,R0410,Środki pieniężne i ekwiwalenty środków pieniężnych,5 795,2019,Generali
S020102,C0010,R0420,Pozostałe aktywa (niewykazane w innych pozycjach),3 380,2019,Generali
S020102,C0010,R0500,Aktywa ogółem,3 960 792,2019,Generali
S020102,C0010,R0510,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie,2 289 262,2019,Generali
S020102,C0010,R0520,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),2 243 744,2019,Generali
S020102,C0010,R0530,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2019,Generali
S020102,C0010,R0540,Najlepsze oszacowanie,2 101 230,2019,Generali
S020102,C0010,R0550,Margines ryzyka,142 514,2019,Generali
S020102,C0010,R0560,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń innych niż ubezpieczenia na życie),45 517,2019,Generali
S020102,C0010,R0570,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2019,Generali
S020102,C0010,R0580,Najlepsze oszacowanie,43 812,2019,Generali
S020102,C0010,R0590,Margines ryzyka,1 706,2019,Generali
S020102,C0010,R0600,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",394 530,2019,Generali
S020102,C0010,R0610,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń na życie),0,2019,Generali
S020102,C0010,R0620,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2019,Generali
S020102,C0010,R0630,Najlepsze oszacowanie,0,2019,Generali
S020102,C0010,R0640,Margines ryzyka,0,2019,Generali
S020102,C0010,R0650,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",394 530,2019,Generali
S020102,C0010,R0660,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2019,Generali
S020102,C0010,R0670,Najlepsze oszacowanie,382 023,2019,Generali
S020102,C0010,R0680,Margines ryzyka,12 508,2019,Generali
S020102,C0010,R0690,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i ubezpieczenia z ubezpieczeniowym funduszem kapitałowym",0,2019,Generali
S020102,C0010,R0700,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2019,Generali
S020102,C0010,R0710,Najlepsze oszacowanie,0,2019,Generali
S020102,C0010,R0720,Margines ryzyka,0,2019,Generali
S020102,C0010,R0740,Zobowiązania warunkowe,0,2019,Generali
S020102,C0010,R0750,Pozostałe rezerwy (inne niż rezerwy techniczno-ubezpieczeniowe),25 710,2019,Generali
S020102,C0010,R0760,Zobowiązania z tytułu świadczeń emerytalnych dla pracowników,973,2019,Generali
S020102,C0010,R0770,Zobowiązania z tytułu depozytów zakładów reasekuracji,0,2019,Generali
S020102,C0010,R0780,Rezerwy z tytułu odroczonego podatku dochodowego,46 769,2019,Generali
S020102,C0010,R0790,Instrumenty pochodne,0,2019,Generali
S020102,C0010,R0800,Zobowiązania wobec instytucji kredytowych,0,2019,Generali
S020102,C0010,R0810,Zobowiązania finansowe inne niż zobowiązania wobec instytucji kredytowych,10 276,2019,Generali
S020102,C0010,R0820,Zobowiązania z tytułu ubezpieczeń i wobec pośredników ubezpieczeniowych,161 354,2019,Generali
S020102,C0010,R0830,Zobowiązania z tytułu reasekuracji biernej,20 942,2019,Generali
S020102,C0010,R0840,"Pozostałe zobowiązania (handlowe, inne niż z tytułu działalności ubezpieczeniowej)",14 199,2019,Generali
S020102,C0010,R0850,Zobowiązania podporządkowane,101 296,2019,Generali
S020102,C0010,R0860,Zobowiązania podporządkowane nieuwzględnione w podstawowych środkach własnych,1 608,2019,Generali
S020102,C0010,R0870,Zobowiązania podporządkowane uwzględnione w podstawowych środkach własnych,99 688,2019,Generali
S020102,C0010,R0880,Pozostałe zobowiązania (niewykazane w innych pozycjach),42 408,2019,Generali
S020102,C0010,R0900,Zobowiązania ogółem,3 107 719,2019,Generali
S020102,C0010,R1000,Nadwyżka aktywów nad zobowiązaniami,853 073,2019,Generali
S020102,C0010,R0030,Warto(cid:286)ci niematerialne i prawne,0,2020,Generali
S020102,C0010,R0040,Aktywa z tytułu odroczonego podatku dochodowego,0,2020,Generali
S020102,C0010,R0050,Nadwyżka na funduszu (cid:286)wiadczeń emerytalnych,0,2020,Generali
S020102,C0010,R0060,"Nieruchomo(cid:286)ci, maszyny i wyposażenie (Rzeczowe aktywa trwałe) wykorzystywane na użytek własny",17 627,2020,Generali
S020102,C0010,R0070,"Lokaty (inne niż aktywa dla ubezpieczeń na życie, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i dla ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym)",3 374 512,2020,Generali
S020102,C0010,R0080,Nieruchomo(cid:286)ci (inne niż do użytku własnego),0,2020,Generali
S020102,C0010,R0090,"Udziały w jednostkach powiązanych, w tym udziały kapitałowe",258 007,2020,Generali
S020102,C0010,R0100,Akcje i udziały,29 198,2020,Generali
S020102,C0010,R0110,Akcje i udziały – notowane,27 787,2020,Generali
S020102,C0010,R0120,Akcje i udziały – nienotowane,1 410,2020,Generali
S020102,C0010,R0130,Dłużne papiery warto(cid:286)ciowe,2 889 900,2020,Generali
S020102,C0010,R0140,Obligacje państwowe,2 386 830,2020,Generali
S020102,C0010,R0150,Obligacje korporacyjne,503 070,2020,Generali
S020102,C0010,R0160,Strukturyzowane papiery warto(cid:286)ciowe,0,2020,Generali
S020102,C0010,R0170,Zabezpieczone papiery warto(cid:286)ciowe,0,2020,Generali
S020102,C0010,R0180,Jednostki uczestnictwa oraz certyfikaty inwestycyjne w przedsiębiorstwach zbiorowego inwestowania,166 619,2020,Generali
S020102,C0010,R0190,Instrumenty pochodne,114,2020,Generali
S020102,C0010,R0200,Depozyty inne niż ekwiwalenty (cid:286)rodków pieniężnych,30 674,2020,Generali
S020102,C0010,R0210,Pozostałe lokaty,0,2020,Generali
S020102,C0010,R0220,"Aktywa dla ubezpieczeń na życie, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym",0,2020,Generali
S020102,C0010,R0230,Pożyczki i pożyczki zabezpieczone hipotecznie,0,2020,Generali
S020102,C0010,R0240,Pożyczki pod zastaw polisy,0,2020,Generali
S020102,C0010,R0250,Pożyczki i pożyczki zabezpieczone hipotecznie dla osób fizycznych,0,2020,Generali
S020102,C0010,R0260,Pozostałe pożyczki i pożyczki zabezpieczone hipotecznie,0,2020,Generali
S020102,C0010,R0270,Kwoty należne z umów reasekuracji dla zobowiązań wynikających zŚ,604 224,2020,Generali
S020102,C0010,R0280,Ubezpieczenia inne niż ubezpieczenia na życie i ubezpieczenia zdrowotne o charakterze ubezpieczeń innych niż ubezpieczenia na życie,449 296,2020,Generali
S020102,C0010,R0290,Ubezpieczeń innych niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),447 775,2020,Generali
S020102,C0010,R0300,Ubezpieczenia zdrowotne o charakterze ubezpieczeń innych niż ubezpieczenia na życie,1 522,2020,Generali
S020102,C0010,R0310,"Ubezpieczenia na życie i ubezpieczenia zdrowotne o charakterze ubezpieczeń na życie, z wyłączeniem ubezpieczeń zdrowotnych oraz ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",154 928,2020,Generali
S020102,C0010,R0320,Ubezpieczenia zdrowotne o charakterze ubezpieczeń na życie,0,2020,Generali
S020102,C0010,R0330,"Ubezpieczenia na życie z wyłączeniem ubezpieczeń zdrowotnych oraz ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",154 928,2020,Generali
S020102,C0010,R0340,"Ubezpieczenia na życie, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe, i ubezpieczenia na życie z ubezpieczeniowym funduszem kapitałowym",0,2020,Generali
S020102,C0010,R0350,Depozyty u cedentów,0,2020,Generali
S020102,C0010,R0360,Należno(cid:286)ci z tytułu ubezpieczeń i od po(cid:286)redników ubezpieczeniowych,45 634,2020,Generali
S020102,C0010,R0370,Należno(cid:286)ci z tytułu reasekuracji biernej,359 765,2020,Generali
S020102,C0010,R0380,"Pozostałe należno(cid:286)ci (handlowe, inne niż z działalno(cid:286)ci ubezpieczeniowej)",6 072,2020,Generali
S020102,C0010,R0390,Akcje własne (posiadane bezpo(cid:286)rednio),0,2020,Generali
S020102,C0010,R0400,"Kwoty należne, dotyczące pozycji (cid:286)rodków własnych lub kapitału założycielskiego, do których opłacenia wezwano, ale które nie zostały jeszcze opłacone.",0,2020,Generali
S020102,C0010,R0410,(cid:285)rodki pieniężne i ekwiwalenty (cid:286)rodków pieniężnych,6 872,2020,Generali
S020102,C0010,R0420,Pozostałe aktywa (niewykazane w innych pozycjach),4 163,2020,Generali
S020102,C0010,R0500,Aktywa ogółem,4 418 869,2020,Generali
S020102,C0010,R0510,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie,2 434 006,2020,Generali
S020102,C0010,R0520,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),2 388 099,2020,Generali
S020102,C0010,R0530,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2020,Generali
S020102,C0010,R0540,Najlepsze oszacowanie,2 229 766,2020,Generali
S020102,C0010,R0550,Margines ryzyka,158 332,2020,Generali
S020102,C0010,R0560,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń innych niż ubezpieczenia na życie),45 908,2020,Generali
S020102,C0010,R0570,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2020,Generali
S020102,C0010,R0580,Najlepsze oszacowanie,43 436,2020,Generali
S020102,C0010,R0590,Margines ryzyka,2 472,2020,Generali
S020102,C0010,R0600,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",446 639,2020,Generali
S020102,C0010,R0610,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń na życie),0,2020,Generali
S020102,C0010,R0620,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2020,Generali
S020102,C0010,R0630,Najlepsze oszacowanie,0,2020,Generali
S020102,C0010,R0640,Margines ryzyka,0,2020,Generali
